Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-02-20,117.27043151855469,118.01248329494135,116.45160544321853,116.99748515517632,7422800
2020-02-21,115.83747863769531,116.78424010077504,115.07836452872493,116.46865728468106,9772800
2020-02-24,112.7242660522461,113.61131566355142,111.564270089894,112.11014977718919,13618400
2020-02-25,107.69194793701172,112.78398205820402,107.12047456197995,111.7348720185102,20797200
2020-02-26,108.01605224609375,109.98633666002281,107.76016827997847,108.2634050113653,24825600
2020-02-27,103.52108764648438,107.14607415502219,103.46138224663977,104.83461295046614,23005500
2020-02-28,99.03459930419922,101.06458873748089,96.09196676975915,100.23723810694138,45931400
2020-03-02,103.64900207519531,103.70018276994622,97.6272630872416,99.47813661365242,27355400
2020-03-03,99.75959777832031,104.86869304388257,99.14548156132746,103.1798799545508,32547700
2020-03-04,102.2245864868164,102.51458870126872,97.83195583940659,100.92812398971955,25795900
2020-03-05,97.20934295654297,99.30756961368057,96.02375968085222,98.65933492457616,25025600
2020-03-06,92.1855239868164,94.0961029403931,89.57552975219359,90.63317736689797,38159400
2020-03-09,79.6985092163086,84.63701980354833,79.3232145061698,82.36820215756231,40352000
2020-03-10,85.89085388183594,86.38555948294852,80.67087749357373,84.44086188674099,31102700
2020-03-11,81.84791564941406,85.33643485443656,80.6452766597027,83.3320256925853,38127000
2020-03-12,75.10118865966797,82.70086236571507,73.62560315157258,76.41470736844641,49725200
2020-03-13,88.62877655029297,88.69700663377282,78.47028346896538,81.873503723428,38543300
2020-03-16,75.3656005859375,80.15911438590405,72.115908957928,72.67031344012987,38589700
2020-03-17,79.97145080566406,83.1102622035413,74.63205829846767,77.52351695081066,35239800
2020-03-18,71.5529556274414,77.43822808664484,68.54208606184788,74.77705965527129,41525600
2020-03-19,72.75562286376953,75.1523768532988,65.59947269282368,69.56562966993619,32175100
2020-03-20,71.22032165527344,76.30383125840251,70.35032777495621,73.60855061314096,30150800
2020-03-23,67.40767669677734,71.43354435725995,66.60591304192211,70.52090112546914,32536600
2020-03-24,75.42530822753906,76.8497131376084,70.7085620894983,72.4144381036845,34363200
2020-03-25,78.23997497558594,81.15702023190889,72.10735107388294,76.11615550164386,38111700
2020-03-26,83.69027709960938,84.07409658838002,79.78381958199544,80.24440687296044,29826300
2020-03-27,77.72823333740234,80.89263236308787,77.23353427013896,79.48528994613835,30041500
2020-03-30,79.74969482421875,80.25292506907633,76.16735819443304,77.31882307490702,21656900
2020-03-31,76.78998565673828,80.32114747013946,76.20145651870519,78.51292357978639,23379300
2020-04-01,71.95381927490234,73.83027946544117,71.0070579812275,72.584991301553,28029600
2020-04-02,74.64059448242188,74.98177093033236,70.75972458881424,71.22884301811608,24018000
2020-04-03,72.43438720703125,75.3903653296298,71.33127624369743,74.11489677125488,21199400
2020-04-06,77.09674072265625,78.41529561199903,75.57996864846747,76.69169307429148,26820800
2020-04-07,78.11366271972656,81.44021598324495,77.88959255961318,81.39712329186953,22563800
2020-04-08,81.26786041259766,81.75046700804192,78.03610572877254,79.37189371974054,22903300
2020-04-09,88.55867767333984,89.96341101679096,83.49990314658362,83.52575612606121,42055900
2020-04-13,84.62024688720703,88.8603064593534,83.8532444815756,88.8603064593534,26911900
2020-04-14,82.30201721191406,87.90372518968832,80.69906640304156,87.05915709387594,46151300
2020-04-15,78.24292755126953,79.31155914109536,77.67413563368773,78.55317649267397,30118600
2020-04-16,75.26110076904297,78.05333483069313,75.01979748377981,77.76032557716542,32449600
2020-04-17,82.02623748779297,82.4743712133683,78.38943541573678,79.28570944190875,30191900
2020-04-20,79.03577423095703,81.62117740465541,77.95852290858271,79.69074487596629,23679400
2020-04-21,76.74339294433594,78.75138457205212,76.12289508125663,76.3728181969425,23035000
2020-04-22,76.9933090209961,79.17367138090435,76.85542426059878,78.15674579476867,16662400
2020-04-23,77.03641510009766,78.66521897652713,76.92438330185895,77.33804422998794,16638800
2020-04-24,78.17396545410156,78.51006730749378,76.26076624247224,78.11363964900602,15809200
2020-04-27,81.54361724853516,82.41403157000934,78.88926845181221,79.23399018483158,22870200
2020-04-28,82.12104034423828,84.76676986856634,81.89697018248124,84.292776560046,20238900
2020-04-29,84.33587646484375,85.70613738754513,83.82741027448624,85.38727511183389,20462600
2020-04-30,82.52606964111328,83.45680976966308,81.48329116906588,82.38817831835321,19127600
2020-05-01,80.36296081542969,80.78524155672464,79.14781798381888,80.57841111252199,18547700
2020-05-04,79.40634155273438,79.8630950188746,78.25153139872096,79.30292306841181,15725900
2020-05-05,79.28571319580078,81.19029312595819,79.19953438776619,80.70768654094718,18064100
2020-05-06,77.7947998046875,79.94068975768273,77.50179052115874,79.42361029702948,20978000
2020-05-07,78.6048812866211,80.06994717142709,78.061948934764,78.71691306795071,16771900
2020-05-08,79.88896942138672,81.07825929747946,79.38050986423279,79.97515480227915,20487800
2020-05-11,77.53626251220703,78.51871544918885,76.98471021688468,78.51871544918885,31907600
2020-05-12,75.0025634765625,78.24293809278876,74.89053167846969,77.6913858059871,27962900
2020-05-13,72.41715240478516,74.85605133234056,71.87422002613319,74.4423838712096,35451600
2020-05-14,75.42484283447266,75.93330899319163,71.01242462332858,71.28820076152509,35152500
2020-05-15,74.02873229980469,75.21801571578888,73.51165283959513,74.84744089721798,26099000
2020-05-18,77.94990539550781,78.55317009914764,75.73507687326179,76.43314022211617,30504400
2020-05-19,76.4158935546875,78.59624904588621,76.34694789626528,77.60518314990125,19597300
2020-05-20,78.70829010009766,79.62179709313949,77.88096189554692,78.17397109142068,20552400
2020-05-21,77.70861053466797,79.07887782480186,77.27770994626455,77.79478933734441,14621400
2020-05-22,77.10533905029297,77.87234143944146,76.45898827909909,77.57071239455497,13557900
2020-05-26,82.57778930664062,84.0256155608437,79.81140829102463,80.05271157088826,41233900
2020-05-27,87.36079406738281,88.40357277879902,85.14596514354375,87.96405230538502,39402000
2020-05-28,86.05944061279297,88.72240230625485,85.66301297760216,88.71378903104711,24713900
2020-05-29,83.86186218261719,85.47343259212778,83.4051086557292,85.02529891716802,26526400
2020-06-01,84.97359466552734,85.75783689194607,83.92219617847073,84.24106498069942,15176800
2020-06-02,85.25799560546875,86.54207759202035,84.39619437892,86.42142594630525,21195000
2020-06-03,89.8599853515625,90.42015730394029,87.09360499291863,87.54174518482873,25941100
2020-06-04,91.73011779785156,91.87662241740337,88.58454224118506,89.47219638614392,26784700
2020-06-05,95.8581314086914,99.77070229678324,94.39306571346215,99.04679258797965,42231000
2020-06-08,97.77133178710938,98.40906933265937,96.47001686515374,97.73686552926071,24881800
2020-06-09,95.26351165771484,96.20287187104486,93.94495678761656,95.35831032190691,17031100
2020-06-10,91.4026107788086,95.23762912442885,91.22163336014181,95.19453644497591,24913300
2020-06-11,83.77568817138672,87.54176152653231,83.19828298462,86.20596712727588,36259200
2020-06-12,86.06808471679688,87.15394945069731,83.87910896866282,86.79199453939717,24856800
2020-06-15,87.25736999511719,87.4124944714427,82.620881986088,83.09486869290058,22153600
2020-06-16,87.9554214477539,91.07514391330514,85.5854683342193,90.80798766633156,22193600
2020-06-17,85.73196411132812,88.36907299775265,85.49927416545557,88.36045314697449,15639800
2020-06-18,85.2666015625,86.62824228151858,84.56853821174704,85.03391158724219,16591900
2020-06-19,84.29275512695312,86.69718074648794,83.36201502827831,86.6368549384718,40371200
2020-06-22,83.37928009033203,84.41343907384655,83.1983025969681,83.81018076263348,16216900
2020-06-23,84.39618682861328,86.15426196249327,84.32724115865227,85.29246081304353,15381400
2020-06-24,81.57810974121094,83.4568301601824,81.27647404273145,83.37927120344546,22919800
2020-06-25,84.42205047607422,84.63750079065434,81.23338845029707,81.31094740753545,25743600
2020-06-26,79.79415893554688,82.18997146379711,79.28569945375544,81.96590134172641,41896300
2020-06-29,80.14752197265625,81.43160408583559,79.4408451601993,80.49224381227427,18499700
2020-06-30,81.06100463867188,81.57809052855842,79.77692291549945,80.00099302944894,19137000
2020-07-01,80.37158966064453,82.48300017837445,80.17337247213284,81.77632338784646,18755700
2020-07-02,80.63263702392578,82.6340906038801,79.99738887607853,82.44264577469076,27845600
2020-07-06,82.66891479492188,82.84295195990586,81.34621507940373,82.17290157171604,18625300
2020-07-07,80.33677673339844,81.88572999369737,80.0583133005255,81.64207531982005,25757200
2020-07-08,81.18958282470703,81.22438494808007,79.8842841081625,80.31067982995445,18762200
2020-07-09,79.4317626953125,81.9031312776958,78.99666320058436,81.38100657274892,25600800
2020-07-10,83.77404022216797,84.27005330023913,79.94517060011918,80.05829406034934,28954200
2020-07-13,84.97492980957031,86.38464787637825,83.73924887920322,85.91474628016972,32079200
2020-07-14,85.46224212646484,86.97638651216124,84.096029975886,85.6014771518165,42731700
2020-07-15,86.78494262695312,88.14245083976452,85.84512618465709,87.7943699382744,22508400
2020-07-16,87.02861022949219,88.08155029999804,85.75812039303656,85.95826245981884,16886900
2020-07-17,85.4187240600586,87.0895042930494,85.40131636480987,87.01988679023549,16137700
2020-07-20,84.67036437988281,85.61887809218808,84.63555562359298,84.78348785850622,14458100
2020-07-21,86.5064926147461,87.06341948764155,84.96623654510397,85.02715021435527,17798100
2020-07-22,85.87993621826172,87.13301818756877,84.87050225280966,86.71532641083012,14271200
2020-07-23,86.13228607177734,86.45425540091378,85.25338336435674,85.71458769783683,12870200
2020-07-24,85.52314758300781,86.84585364054863,85.22728314116547,86.67180987556125,12744200
2020-07-27,84.32228088378906,84.9575224091989,83.68703271928801,84.85310278260616,11959100
2020-07-28,84.6877670288086,85.18378019684329,83.97420410919567,83.97420410919567,11754300
2020-07-29,86.74144744873047,86.76755235974511,84.40931357109929,84.47022724316423,12743500
2020-07-30,84.42671966552734,85.05326412360205,83.58263205633011,84.87922694706695,14834800
2020-07-31,84.09603118896484,84.3483896967364,82.88645510491286,83.95680280069625,14535000
2020-08-03,83.62611389160156,84.90530735107302,83.40856416418372,84.42669529511744,12962800
2020-08-04,83.14749908447266,83.4955732977588,82.69499198465658,83.46077118770222,13366200
2020-08-05,84.592041015625,85.68849357597492,83.29544641021143,83.42597758343496,15260900
2020-08-06,84.61814880371094,85.36652047397735,84.00901216004827,84.91401991569815,10482100
2020-08-07,86.48036193847656,86.57608434599886,84.02640137282154,84.34837734713204,14743700
2020-08-10,87.57683563232422,88.7951156826072,87.04601365783729,87.11563117821738,14989900
2020-08-11,90.34406280517578,92.38033198265788,90.07430323105356,90.37887156298054,31518600
2020-08-12,89.57829284667969,92.61528568969989,88.50794508782363,92.3803348660491,19240800
2020-08-13,89.082275390625,89.94377055493369,88.4470271896513,88.76029936559839,13598600
2020-08-14,89.1170883178711,89.90026215529396,88.2555864741589,88.32520399186953,12134400
2020-08-17,86.76754760742188,88.76030425453331,86.61091151082078,88.32520472387384,14988000
2020-08-18,85.55796813964844,86.9415880460474,85.38393098974157,86.9415880460474,13246500
2020-08-19,85.75811004638672,87.53331007995939,85.57536242263633,86.08007941212816,13533000
2020-08-20,84.73126983642578,85.30559766184935,84.2352567257501,84.6355474256734,13672600
2020-08-21,84.6877670288086,85.77551578669973,84.35709379648264,84.64425442285633,12228300
2020-08-24,87.07211303710938,87.20264421975726,84.77478812323699,85.67109206414509,17898300
2020-08-25,87.45499420166016,88.74289156483493,86.84585759420045,88.12504446986583,13648900
2020-08-26,86.22801208496094,87.25484712719867,86.19320996882988,86.96768651502457,12052400
2020-08-27,89.06484985351562,89.32591216088012,86.14968507036673,86.14968507036673,22163900
2020-08-28,89.43035125732422,89.84804971229602,88.59496098647233,89.75232728801272,13756700
2020-08-31,87.18522644042969,88.91692032346143,87.03728758761737,88.86471051605147,14219400
2020-09-01,87.14170837402344,87.7769564270461,86.18449101005329,86.62829426246392,11595600
2020-09-02,88.4557113647461,88.70806981919105,86.63699237894969,86.97636938756081,14475700
2020-09-03,88.1772689819336,91.36219396779893,87.57682952891246,89.90896318637702,23281200
2020-09-04,90.0829849243164,91.55362315256305,88.2120626479936,90.54419590646665,26325500
2020-09-08,86.95028686523438,90.1265147030002,86.56740380053549,89.61310045390975,22108600
2020-09-09,87.7769775390625,88.49054046991175,86.63701230825954,87.71606387322507,13434000
2020-09-10,86.8719711303711,89.12578344096057,86.70663118945356,88.23818334775918,15922800
2020-09-11,87.95100402832031,88.20336251023161,86.66310671358173,86.99378655013004,13784300
2020-09-14,89.16928100585938,90.03077604497362,88.2120635580557,88.3338908710985,19017400
2020-09-15,86.39334869384766,89.49995860786989,86.2715213747951,89.39553898530538,23683000
2020-09-16,86.75883483886719,88.00321963419152,85.94085231990027,86.52388403766497,19270600
2020-09-17,85.76680755615234,86.44556168414648,85.02713976639183,85.88863487968507,18290100
2020-09-18,85.58405303955078,86.57607916809617,84.79217556178813,85.18376237707545,20121600
2020-09-21,82.93865203857422,83.58260398145866,81.64205758335531,82.84292963190465,28378800
2020-09-22,82.0336685180664,83.24325140868321,81.51155037135896,82.63410803828081,19257000
2020-09-23,80.7022476196289,82.97346737804838,80.63263675032529,82.47745424914592,19952700
2020-09-24,80.63263702392578,82.05976275540314,79.5187768031052,80.33676593179015,18366500
2020-09-25,81.33751678466797,81.55506657530243,79.94519945242595,80.10183556724647,13293100
2020-09-28,83.6783447265625,84.3483950810031,82.10327991469384,82.72112045008743,20894100
2020-09-29,82.97347259521484,83.56520817559405,82.08587254419176,83.56520817559405,12848200
2020-09-30,83.77404022216797,84.5833254168199,82.89514416534614,82.97345887494616,16400600
2020-10-01,84.38318634033203,85.07934145992463,83.5651972697429,84.51371749997145,15778700
2020-10-02,85.18378448486328,85.7929211643087,82.74722448889786,82.88645952368074,15149600
2020-10-05,86.98424530029297,87.16868200978155,85.65804987412506,86.35188703879044,13871900
2020-10-06,86.08838653564453,88.58268736885827,85.64047176581013,87.88885033041106,19220400
2020-10-07,87.59024810791016,88.13477356977931,86.65927333315487,86.9139735365796,16358500
2020-10-08,89.39070892333984,89.51366672290365,87.73955654298486,88.27530411281178,15659000
2020-10-09,88.88130187988281,89.68053421825046,87.92398669729864,89.58392356854235,13689100
2020-10-12,89.97038269042969,90.46221394239792,88.57392367045094,88.79349215089366,16058000
2020-10-13,88.5124282836914,90.65541839802914,88.05572887771136,90.462197099104,21697300
2020-10-14,88.0206069946289,89.52245448557116,87.91521171956887,88.7320066743653,15204100
2020-10-15,89.33800506591797,89.39069934560011,86.98423119679492,87.03692547647705,17171200
2020-10-16,89.15355682373047,89.87374092233625,88.4597198615487,89.06573080208507,13275000
2020-10-19,87.6517333984375,89.46976001003472,87.4409428487612,89.23262231682331,11725700
2020-10-20,88.15235137939453,89.38192944569683,87.93278291031227,88.0996503903402,11257100
2020-10-21,87.27407836914062,88.69687777446629,87.23894660965507,88.14356763913942,10730500
2020-10-22,90.35679626464844,90.672975334177,87.22135940907084,87.2301440223068,14837200
2020-10-23,91.17361450195312,91.73570928093004,90.40073585603444,90.90135172795759,15087600
2020-10-26,88.91643524169922,90.19871415108973,88.04694607930577,90.15480448269042,12410700
2020-10-27,87.23894500732422,88.63539724256138,87.08964005777645,88.27530844066982,10391700
2020-10-28,84.78855895996094,86.33432282449631,84.37576917505395,85.63170105860812,16389500
2020-10-29,85.34186553955078,86.0532718907112,83.64679679776455,84.4196820483391,14208800
2020-10-30,86.10596466064453,86.43970629434914,84.51629121755256,85.99179147822655,15194500
2020-11-02,88.04696655273438,88.60027674824566,85.94789227521386,87.29165039338321,15011600
2020-11-03,90.82231140136719,91.99041064967474,90.18995309210987,90.47977839993747,17482600
2020-11-04,88.04696655273438,89.64542492935458,86.88764516640214,88.7056720381663,18886500
2020-11-05,91.64786529541016,92.3065706138257,88.70564954662679,88.75834382787698,17837400
2020-11-06,90.42708587646484,92.30659160979876,89.92646998862728,92.24511270079059,12552800
2020-11-09,102.67020416259766,104.4267516873617,96.9175083387166,99.38546216748406,47792400
2020-11-10,102.33648681640625,103.15328193065103,100.7292504373496,103.06545586797183,20539300
2020-11-11,100.80828094482422,102.72291838654897,100.08809658788363,102.6614394792747,14443400
2020-11-12,99.56990814208984,100.08808649390002,98.41936484956454,98.83215462850359,22063000
2020-11-13,100.19346618652344,100.87851860644493,99.74554471938377,100.73799159687302,11847900
2020-11-16,103.02153778076172,104.17207451958706,101.64264793704407,103.45189014326381,19858600
2020-11-17,101.97636413574219,102.26619607710981,100.63260639028826,101.34400597301168,14553200
2020-11-18,101.2210464477539,104.17204668935804,101.17713008138074,103.05663531016833,12571200
2020-11-19,101.49331665039062,101.72166971113586,99.73676907692898,100.2813012369531,10202500
2020-11-20,100.62384033203125,101.57237775103988,100.20226591223916,100.50088252223732,12718900
2020-11-23,103.52213287353516,103.78561098714914,101.50210049900879,101.9236748617672,13209200
2020-11-24,108.30870819091797,108.46679771877885,105.1381397215441,105.4543187772659,20121600
2020-11-25,107.17575073242188,107.48314522225526,105.80564574876604,106.59609350883568,11715600
2020-11-27,106.46435546875,107.45680249114827,106.3413976677696,107.14940798869726,5983600
2020-11-30,103.53089904785156,106.02519978490025,103.43428840693826,105.39284166281195,14411800
2020-12-01,105.16451263427734,106.7805400596731,105.06790197131194,105.69147562273541,12668900
2020-12-02,107.1845474243164,107.42167842870887,104.75172497200705,105.12938301655662,10811300
2020-12-03,106.48191833496094,107.0527976702939,105.70903976910405,107.01766591265982,12904400
2020-12-04,107.4480209350586,108.28238512340128,106.8771482859846,107.57098544023673,13583700
2020-12-07,107.04401397705078,107.29871419656688,105.57729826186629,106.40287782162896,9724300
2020-12-08,107.1494140625,107.43924605296772,106.06035632035528,106.3062719362559,9592100
2020-12-09,106.3150405883789,108.29115653462613,105.77929306245169,108.17697665817467,13073900
2020-12-10,105.6299819946289,106.07790348769359,105.0064084301295,105.38406641434148,13668400
2020-12-11,105.00641632080078,105.4104214760171,103.96127502604241,104.46189083801673,9981600
2020-12-14,103.8998031616211,106.64001339136364,103.7329289794311,106.56974987247332,12112400
2020-12-15,105.6739273071289,106.18332783479123,104.18086418888977,104.76930616013823,12590200
2020-12-16,105.9813003540039,106.34139583688788,105.26990070333726,105.65634332873518,11169400
2020-12-17,105.10303497314453,106.66636142768728,105.02399353925549,106.49949394479995,11618000
2020-12-18,104.58483123779297,105.28744616013378,103.87342500177628,104.63752551427702,28954800
2020-12-21,108.51072692871094,109.78422121452054,106.35016755859573,108.17697860777265,28323600
2020-12-22,106.85957336425781,108.48437858036873,106.80687907962962,108.37020539677519,11788200
2020-12-23,109.84569549560547,111.11918972791383,107.45678987022714,107.83444784336706,14973200
2020-12-24,109.3626480102539,110.26727563118868,108.52829060050199,109.86326379624448,4164900
2020-12-28,110.08284759521484,111.23339096262885,109.5998009698195,110.5044220162326,8072600
2020-12-29,109.79300689697266,110.90841164706113,109.68761163133,110.8381481366327,8389200
2020-12-30,110.10041809082031,110.53077043129548,109.69641289558061,110.21459128707343,7398000
2020-12-31,111.60224914550781,111.83060220488962,109.62613313716237,109.86326410985707,8580200
2021-01-04,110.54832458496094,112.29608755442943,109.59100266754638,111.97990845332896,16819900
2021-01-05,111.14984893798828,111.72483955106856,109.48679874945127,110.56601044653497,13731200
2021-01-06,116.36900329589844,117.44821517563625,113.12251977681449,114.89172455840057,24909100
2021-01-07,120.19046020507812,122.24273633665892,119.35009386588625,120.0312388662017,21940400
2021-01-08,120.3231430053711,120.6150622544728,118.64239704065592,120.27891036194823,12035100
2021-01-11,122.11888885498047,122.2515732995207,118.63356680069519,119.04932939079981,15937900
2021-01-12,124.03848266601562,125.31230748638666,122.80889049872341,123.34849647129974,18033500
2021-01-13,124.1534652709961,124.54267746209823,122.16311767775332,122.59656251495366,14816800
2021-01-14,124.87882995605469,126.27649789222909,123.84385082250138,124.27730915962721,18565600
2021-01-15,122.64080810546875,125.30344630754988,121.19890737751109,121.57043734771473,27881000
2021-01-19,122.11003112792969,124.4630675360618,121.9154317801787,123.72000766967543,19843800
2021-01-20,120.2789077758789,122.22502256347329,119.81007146107368,121.9154210619852,16028800
2021-01-21,119.27047729492188,120.4469955107399,118.8193366925185,120.0312329270332,13411700
2021-01-22,118.35050201416016,118.89010797938099,116.9439927516357,117.37745114924273,12933200
2021-01-25,116.87320709228516,117.8020386745659,115.0509354439886,116.89090285041763,14212800
2021-01-26,116.39551544189453,117.80202433932658,116.18320686386619,117.43049445120718,11307800
2021-01-27,113.10482025146484,114.86517698953236,112.65367290537654,114.63517262800994,17603900
2021-01-28,115.09516143798828,116.91743298095949,114.10441500637081,114.90938973310611,13761800
2021-01-29,113.82135009765625,116.5193797090131,113.3967463630866,116.05054332548822,14808100
2021-02-01,114.66171264648438,115.05979297601515,113.65327037401816,114.467099795841,11080700
2021-02-02,118.1912612915039,118.88124736372752,116.07707042960679,116.71398272672216,12253600
2021-02-03,119.54469299316406,120.09313998351618,118.10279248870022,118.22663579290578,10600800
2021-02-04,122.29580688476562,122.65849569983524,119.8366228424309,119.8366228424309,12419500
2021-02-05,122.05696105957031,123.39271413153303,121.52620978084512,123.30424883612434,10051300
2021-02-08,123.9676742553711,124.109213301685,122.23385468279176,122.25155043805759,10136400
2021-02-09,123.4723129272461,123.82614707904304,122.55232253592176,123.33961499689148,8614800
2021-02-10,123.54308319091797,124.61344028010063,122.99462270509538,123.84384357152237,10323200
2021-02-11,123.19810485839844,124.33039048339155,122.26927322126409,123.5430979238587,9201000
2021-02-12,124.9495849609375,125.26804108022324,122.95923758987831,123.0034702310388,8324600
2021-02-16,127.95722198486328,128.54991510980597,125.96687451432018,126.98417132023124,12130600
2021-02-17,128.3553009033203,128.6029875060595,126.60378542949795,127.33800410829889,10810100
2021-02-18,128.78875732421875,128.9656744138584,126.85148347257905,127.38224823940674,10587800
2021-02-19,130.93832397460938,131.66368800393482,129.02758724219436,129.02758724219436,11969800
2021-02-22,132.16793823242188,132.85792436425152,129.85027970184925,129.92104924074323,11488400
2021-02-23,133.22946166992188,134.73327733512977,132.3271668716331,134.02559540505837,16234400
2021-02-24,135.57362365722656,136.0159231108233,132.78714249873033,132.78714249873033,15061400
2021-02-25,133.73361206054688,137.02431998630516,133.21170211749097,136.46703203774703,18127700
2021-02-26,130.18643188476562,133.45944545185972,129.60259331121165,132.95523104590632,19829200
2021-03-01,133.1321563720703,133.9106078515838,131.34526252041903,132.2652530867368,14845500
2021-03-02,132.69869995117188,134.2644440646608,132.54831973092533,132.76062836428483,14221700
2021-03-03,135.26402282714844,137.09513555544982,133.41521434119883,133.77788963658455,14324100
2021-03-04,133.1852264404297,136.56440117960418,131.46910218004555,134.998657133039,20093900
2021-03-05,133.49481201171875,135.7770786015314,130.89408930477163,135.5382331392038,18465100
2021-03-08,135.26402282714844,137.51975275155846,133.35328593838406,134.87479714633628,17133300
2021-03-09,134.30868530273438,136.44941354212236,132.53064594013696,134.01676597492084,16238800
2021-03-10,137.22784423828125,138.13898010885475,134.0255867485665,134.3794344397028,14342200
2021-03-11,136.5113067626953,138.13011084824282,135.66208589183546,136.3255350572889,11771500
2021-03-12,138.13014221191406,139.4393585808383,137.17478707489815,138.75821350356523,12849500
2021-03-15,137.4401397705078,138.81127089474856,136.19286546197114,138.3070564929804,12101100
2021-03-16,135.79478454589844,136.7590076924054,134.62712091133724,136.30785357399216,12805600
2021-03-17,137.19247436523438,138.7759143498335,135.38789809841137,137.41362414536968,13952400
2021-03-18,139.45700073242188,143.03078757936655,138.97932330130715,139.4127815890629,21898500
2021-03-19,137.2366943359375,137.94437626654107,133.74253083235064,137.56399166095372,54418800
2021-03-22,133.54791259765625,136.20170960735004,133.22945641657662,135.1667303933186,19944800
2021-03-23,132.212158203125,134.56518103063993,131.76985875088346,132.98175493069473,17076300
2021-03-24,133.23831176757812,135.5028832978771,132.5660213126178,132.68986464637132,13079800
2021-03-25,134.94558715820312,135.31711713775,132.0971771504335,132.68985689146615,15608300
2021-03-26,137.19247436523438,137.51093058854568,134.94559853814076,136.49364699908784,16754400
2021-03-29,135.06056213378906,135.98939373724446,133.60982038575042,134.5651888780552,17570300
2021-03-30,136.6528778076172,137.88247013024585,136.12212639735228,136.63519554248032,13184300
2021-03-31,134.6624755859375,136.66167757259564,134.56516917510098,135.59130705339393,16736700
2021-04-01,135.9717254638672,136.04248150947157,134.06098828270234,134.37058985042992,16561500
2021-04-05,136.69247436523438,137.8670289353608,135.78487882731105,137.38652440125097,13508000
2021-04-06,135.73146057128906,137.27973313838046,135.12639696093188,135.9539128240512,13071600
2021-04-07,137.8581085205078,138.1250539489005,135.829344988577,136.22976991987025,16903500
2021-04-08,138.02716064453125,138.37418559360765,135.52679965536444,137.0305789604979,12335500
2021-04-09,139.05935668945312,139.73560667687073,137.89370901101884,138.64114535143966,12122400
2021-04-12,138.76568603515625,139.9224402439097,138.42756790822,138.43646110876384,12273400
2021-04-13,137.1106719970703,138.09836057659842,135.6335857290538,137.69794922325642,16113600
2021-04-14,134.5480194091797,136.87931454989322,134.29886040806593,134.7793648519336,19939600
